,Kingdom,Phylum,Class,Order,Family,Genus,Species
34b829e426d172a5731ff740ed3996e7,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
dc1dd7179728afa0c951e336754a165b,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
0a89c2c2e5ec3f9e426e102539bd9549,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter_ximonensis
0a2ce9cdb9286174bac0cd599dfeeb78,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
3a1bbe77f61ea257e887cb6bce38a382,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
f377e021d044364f7be219563c3be54b,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
bdadac0d6edf5c23c462c4bffdd59cd3,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
08c4e8cb2f5830b9eebe158833811ae4,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
088d80f3978497cc73663e27798b8e8c,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
56fba5c60e79c271823af06467d867aa,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
08cdae3125d9feca53fb2f63009b660d,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
b8fcca0189d0dd0326fc87dedbee4eaf,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
2402cfa32f3a0657e9091324f8859892,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
9e872b58ea7f55916b7bd5d8df70ae49,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
97f1dad8f37ccb7ab6fd10a207d3e1cb,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter_kameinonensis
0423c73ed3cdba8b5b6a39808a13e463,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter_kameinonensis
8e8651f9cbe508189ebf0e36a8cb052b,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
a7a30138b770747960d68deab00c43ac,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
6dda8001d8ab366cb8ccfb3784251f88,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
1f8027627357091aafd29c975184274b,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
e2a5e3151699651d010ed7497072f9dd,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
50f7d5fee3530c1083fd70dc6cff0f56,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
e7798e35b51c23afa044e785d23949fc,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
523be1ac6d15745ded228d2fb5cb9cf4,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
0a97645c0f4815763ccc150ed9ab439b,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
15e742b686c6bd7dee21168ec3efa1f2,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Unassigned Sphingobacteriaceae,Unassigned Sphingobacteriaceae
4ba58f1e16e0010b4320b8b2556a108c,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter_jinjuensis
2697d5d79d9e56bd2fd094b741b60d3e,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter_jinjuensis
2180d6284c6fb8f9aceb2271ee13fb20,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
38173276313862444990244531fa772e,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
81007ee6609674e47347b2637f78f93f,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
f6856b82801616c7657de473461b1af2,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
0d72439ec0da77d1de6a871347551ecd,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
357aa51e1fc160747e016f4b158dbd47,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
76a9e34379b1bb77b6f1ba049c52eac3,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
bfedd66507cdb7f79cbdd84dacaa1100,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
7360e57b4b77507826004f5af9fde057,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
05ac040294425ad1c75359bb5113dc31,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
b6051b2371e1faa440a10b3ccf59985e,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
c4eb1d6507521808e8495ad35f3312a4,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
b52b9c6fd0dda2328e831c5d2d9c7d75,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
afb858086f35569b334f70d3a47bf721,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
f8da536b295dc08b376ea23b75a907ef,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
ffb9f6cdc394005736db147e1d22e6e7,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
015f907e76b7f587067a0409d7f0e88d,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
c134c0c9bba088e20d93a590049f63a7,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
5a0faeb51c9edb2ff23b6d9c9fb47a93,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
35e16c32664ffa8698682468ff2c7dd2,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Sediminibacterium,Unassigned Sediminibacterium
a91539526d86e0dd66b4e7d18c8eddac,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Sediminibacterium,Unassigned Sediminibacterium
5fb6f03449212c6902417787fcd716e5,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
e17375b9ca23588649a898e39d9c1d55,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
b09ddb35ae4f91754417658006cc00bd,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Flavisolibacter,Unassigned Flavisolibacter
78ef552fc4ce8cf26f7e642ac755f205,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
201102a3ebd25a1f7df702ca3bb4460b,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Chitinophaga,Unassigned Chitinophaga
fa756734b6cc17192a5883a869825755,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Chitinophaga,Unassigned Chitinophaga
b4c98c1174157134e6f33eb8963beee5,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
c332172a40ea46e614413f19c3124297,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Sediminibacterium,Unassigned Sediminibacterium
85248ca35faef7441a627372656e7140,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
8b827d3752f3fa986ea756e5a82a9103,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
0d03b7695ad9c1f2c61ad5b746cc5713,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
6f87ffc75b1fcdcc09b8ebb82423e9dd,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
6ef09144fdddaa26e6f8d7afd0927519,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
c11f31439305079d81c324e555d51dfd,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
186025ee3217bdb464ca4d298519f93d,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
7e6432907fc708580d8fcbfa1ee7f3a0,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
728bdc343195c6556f0f676e203233ea,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
291713113d06d0a68de25a552b310a23,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
ed66a7b84acd6d6f22cf27912517f1e5,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
906ef4dde00472d5f6df25f5d40dc9a2,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
5e3144cf830a4efd8b322d1854398578,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
a3bbb6f70e6c32cb887327eef42c427b,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
688352d8f43f20a2467a77257067af4f,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
74b6555a53ad1863cf96474218f10482,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
bfb96d98008228ac8c81086e44615d32,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Filimonas,Filimonas_lacunae
0a972639dbfd899b679f97cabfcb9ba6,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Filimonas,Filimonas_lacunae
5788a8738c1d77ca9cdfa5fc28ebac74,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Chitinophagaceae,Unassigned Chitinophagaceae,Unassigned Chitinophagaceae
73e4c6a8cf5bcad9cba5cf42ec9eee8a,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Unassigned Bacteroidales,Unassigned Bacteroidales,Unassigned Bacteroidales
3289116d2e168152c151e2d37acc40a6,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Unassigned Bacteroidales,Unassigned Bacteroidales,Unassigned Bacteroidales
246cccabafdb423f44d54be780921814,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Unassigned Bacteroidales,Unassigned Bacteroidales,Unassigned Bacteroidales
b4f04f2c1c85e423db9004e43bd17d5a,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Unassigned Saprospirales,Unassigned Saprospirales,Unassigned Saprospirales
397062997397ae6d42ed5f445f14e788,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Unassigned Saprospirales,Unassigned Saprospirales,Unassigned Saprospirales
4a7a00a1ce8537c3738baab61df37e91,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Unassigned Saprospirales,Unassigned Saprospirales,Unassigned Saprospirales
4434176865d68781fe2e3a5daa032ee3,Bacteria,Bacteroidetes,Saprospirae,Saprospirales,Saprospiraceae,Unassigned Saprospiraceae,Unassigned Saprospiraceae
b002ae860cfe91def6cd5578100f7bd4,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,Unassigned Fluviicola
906e476601181420edfce60481f60a2f,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unassigned Flavobacterium
70ab5eac1373cd8aef5caf93d723afc7,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unassigned Flavobacterium
5222b47f52a74077f59ee2adc29bc3b3,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unassigned Flavobacterium
9216393be1aa547a59be27b2458a3b94,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unassigned Flavobacterium
c1f9dafc25b3b2631c1624710d7429fe,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unassigned Flavobacterium
749fd5d8ec0660829b487799f049aff7,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unassigned Flavobacterium
c373434f4dd5fae4509d9e9524c94a47,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unassigned Flavobacterium
4c2b7d9d15f35e9c0e7848c91adf2d6b,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unassigned Flavobacterium
7c4ab430d71dffdbbd330075789bea1f,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unassigned Flavobacterium
6e8c144bbb275ccff20db5d6a080def0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unassigned Flavobacterium
fcfbbdc682dabfd5f65926d8de355b5d,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unassigned Flavobacterium
ceb058b27ccea98ad4a89f8c6d98f93c,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unassigned Flavobacterium
624c5c05c6304fe2038e05b3e78a74e2,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unassigned Flavobacterium
a1556e7f5f090e71fd6387af46216c81,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unassigned Flavobacterium
4f27893e908afbd89c980c62a5149fe2,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unassigned Flavobacterium
1dbf1ca8256789899b7f56ec485eddb4,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unassigned Flavobacterium
2b67f434e8b89e82d9ba7fc876f0033f,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unassigned Flavobacterium
87b9fb6133b64d988071e528e100bcfa,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Unassigned Flavobacteriaceae,Unassigned Flavobacteriaceae
ae3020b861cc13a1ef5c5a1a39126ffd,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Unassigned Flavobacteriaceae,Unassigned Flavobacteriaceae
4bed8a20777ff2ab6505e6215b8b4acf,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unassigned Flavobacterium
f53762e5e7fddb6559352bff5e561e41,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unassigned Flavobacterium
78dbdefe8be946fb913fd101818a72fb,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_succinicans
0eced4e3f5aad4e4bced1e32f4117885,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_succinicans
ec5d5abcb32863f072a92ee29b62c768,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_succinicans
7d9f90a81cc4cd3f78117b0b87025a54,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_succinicans
037748244265ef1fe7d86db9e66a3c60,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Cloacibacterium,Unassigned Cloacibacterium
c54b6665341382ceb4e098c161040fbb,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia_meningoseptica
4f5bde9752615b2a18bdde4b0ecf6316,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Elizabethkingia,Elizabethkingia_meningoseptica
6971f509bd4b99a1ca916f5c7bd4b460,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Unassigned Chryseobacterium
55221c27739a619ec307f19252473eab,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Unassigned Chryseobacterium
d1f00c6a54d53cdbc1d8211bd9eaeea1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Unassigned Chryseobacterium
bc82c235897a18d55cf5fbd3365127dc,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Unassigned Chryseobacterium
8831ab8114438adc06d1e1489c248163,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Unassigned Chryseobacterium
84e1b473435697603800db8f8191a13a,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Unassigned Chryseobacterium
bffbcb58184abaea7e1080b5d41454a3,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Unassigned Chryseobacterium
e4d9f211141c7df1ad16dfebe43f8798,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Unassigned Chryseobacterium
d73b0ebe39d851badeeb48825060a882,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Unassigned Chryseobacterium
0bf1330026b80b2618bf253280da7eed,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Unassigned Chryseobacterium
cf8bf0b345405caaba7cc3268757a408,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Unassigned Chryseobacterium
c815d77e9d21da9261846d5eac85c527,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Unassigned Sphingobacteriales,Unassigned Sphingobacteriales,Unassigned Sphingobacteriales
5817a86298164346a1815d747e596e1c,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Unassigned Sphingobacteriales,Unassigned Sphingobacteriales,Unassigned Sphingobacteriales
db9e35457b2af1fcb6c9f08082341965,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Unassigned Sphingobacteriales,Unassigned Sphingobacteriales,Unassigned Sphingobacteriales
60c6f2a16b624251db24b085fbbd8c02,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Unassigned Sphingobacteriales,Unassigned Sphingobacteriales,Unassigned Sphingobacteriales
0058488e507a7f09baa044362f141876,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas,Unassigned Dysgonomonas
f5f6510722706ee9d08edde415690423,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas,Unassigned Dysgonomonas
0f41f629bff75e5c7f99d537e6792647,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas,Unassigned Dysgonomonas
ba4da25b771748c5b117b503af90e966,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas,Unassigned Dysgonomonas
1409e462df4362019fc1907ec6b6eea0,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidicapsa,Acidicapsa_borealis
0e990bebc18c4c8e7c213d5ec04b9a7d,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidicapsa,Acidicapsa_borealis
5e2c8d6642331b61edca883ae2ffb0aa,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Edaphobacter,Unassigned Edaphobacter
eab5a87e86abfbef685a2732b8069c88,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Edaphobacter,Unassigned Edaphobacter
7c52ad07a83fb43f79b7af3b0b52baf8,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Unassigned Acidobacteriaceae,Unassigned Acidobacteriaceae
d1d8dd2066b061ea203eddef442882af,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Unassigned Acidobacteriaceae,Unassigned Acidobacteriaceae
29769b26248eb13f9b39fad3318375d0,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Unassigned Acidobacteriaceae,Unassigned Acidobacteriaceae
40f757b713242ee778e654f2d5b4b256,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Unassigned Acidobacteriaceae,Unassigned Acidobacteriaceae
06a1c792c89f028c67adba6be4da0671,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Bryocella,Bryocella_elongata
7cf7c971ff291e1f28a5b135a6f0e3e2,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Bryocella,Bryocella_elongata
23357f84fbccd9a3a1ca405f6e03b6c0,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Unassigned Acidobacteriaceae,Unassigned Acidobacteriaceae
32c6addbb49a3926b5ebf940db011f04,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Unassigned Acidobacteriaceae,Unassigned Acidobacteriaceae
df0534866a33108ad427b73b709ebfe8,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Unassigned Acidobacteriaceae,Unassigned Acidobacteriaceae
30fc22ba6b0645f28952a465b2e06ff8,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Unassigned Acidobacteriaceae,Unassigned Acidobacteriaceae
024cab18c946c82fc4a7249326a5eadf,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Granulicella,Granulicella_paludicola
f638bd9a2547d6128a12376003ebead1,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Granulicella,Granulicella_paludicola
535c97d4e316154a8a756958677bd50e,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Unassigned Acidobacteriaceae,Unassigned Acidobacteriaceae
3e4fd5862097c8ed848310b34e04bea8,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Unassigned Acidobacteriaceae,Unassigned Acidobacteriaceae
09e63693f38679f02c0fa9f68672da2c,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Edaphobacter,Unassigned Edaphobacter
e2235f67214f359ae73fbe569c0f7385,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Edaphobacter,Unassigned Edaphobacter
d8d17722d51b2151784d9cbb05d8b18a,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,Unassigned Terriglobus
9b48c2f8ef8b9607fac02975fa9a0d73,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,Unassigned Terriglobus
